,term,term_d,rate,,
2015/6/3,2m,0.17,1.9491,,
2015/6/3,3m,0.25,1.9531,,
2015/6/3,6m,0.5,1.9525,,
2015/6/3,9m,0.75,1.9616,,
2015/6/3,1y,1,1.9356,,
2015/6/3,2y,2,2.4302,,
2015/6/3,3y,3,2.8868,,
2015/6/3,4y,4,3.1049,,
2015/6/3,5y,5,3.2647,,
2015/6/3,6y,6,3.4577,,
2015/6/3,7y,7,3.562,,
2015/6/3,8y,8,3.5934,,
2015/6/3,9y,9,3.6051,,
2015/6/3,10y,10,3.6111,,
2015/6/3,15y,15,3.7902,,
2015/6/3,20y,20,3.9572,,
2015/6/3,30y,30,4.0221,,
2015/6/3,40y,40,4.0944,,
2015/6/3,50y,50,4.1392,,
2015/6/4,0d,0,0.8263,,
2015/6/4,1m,0.08,1.829,,
2015/6/4,2m,0.17,1.8811,,
2015/6/4,3m,0.25,1.9131,,
2015/6/4,6m,0.5,1.9151,,
2015/6/4,9m,0.75,1.9259,,
2015/6/4,1y,1,1.8813,,
2015/6/4,2y,2,2.4008,,
2015/6/4,3y,3,2.8782,,
2015/6/4,4y,4,3.0962,,
2015/6/4,5y,5,3.2512,,
2015/6/4,6y,6,3.4407,,
2015/6/4,7y,7,3.5419,,
2015/6/4,8y,8,3.5734,,
2015/6/4,9y,9,3.5851,,
2015/6/4,10y,10,3.5912,,
2015/6/4,15y,15,3.7702,,
2015/6/4,20y,20,3.9373,,
2015/6/4,30y,30,4.0021,,
2015/6/4,40y,40,4.0744,,
2015/6/4,50y,50,4.1192,,
2015/6/5,0d,0,0.8303,,
2015/6/5,1m,0.08,1.8768,,
2015/6/5,2m,0.17,1.92,,
2015/6/5,3m,0.25,1.9409,,
2015/6/5,6m,0.5,1.9012,,
2015/6/5,9m,0.75,1.8742,,
2015/6/5,1y,1,1.8763,,
2015/6/5,2y,2,2.3931,,
2015/6/5,3y,3,2.8672,,
2015/6/5,4y,4,3.0854,,
2015/6/5,5y,5,3.2418,,
2015/6/5,6y,6,3.4266,,
2015/6/5,7y,7,3.5273,,
2015/6/5,8y,8,3.5618,,
2015/6/5,9y,9,3.5743,,
2015/6/5,10y,10,3.5814,,
2015/6/5,15y,15,3.7603,,
2015/6/5,20y,20,3.9273,,
2015/6/5,30y,30,3.9922,,
2015/6/5,40y,40,4.0645,,
2015/6/5,50y,50,4.1093,,
2015/6/8,0d,0,0.8403,,
2015/6/8,1m,0.08,1.819,,
2015/6/8,2m,0.17,1.87,,
2015/6/8,3m,0.25,1.8605,,
2015/6/8,6m,0.5,1.8833,,
2015/6/8,9m,0.75,1.8738,,
2015/6/8,1y,1,1.8576,,
2015/6/8,2y,2,2.3824,,
2015/6/8,3y,3,2.8603,,
2015/6/8,4y,4,3.0837,,
2015/6/8,5y,5,3.2459,,
2015/6/8,6y,6,3.4215,,
2015/6/8,7y,7,3.5116,,
2015/6/8,8y,8,3.5434,,
2015/6/8,9y,9,3.5549,,
2015/6/8,10y,10,3.5613,,
2015/6/8,15y,15,3.7403,,
2015/6/8,20y,20,3.9422,,
2015/6/8,30y,30,4.006,,
2015/6/8,40y,40,4.0783,,
2015/6/8,50y,50,4.1231,,
2015/6/9,0d,0,0.8504,,
2015/6/9,1m,0.08,1.7972,,
2015/6/9,2m,0.17,1.8009,,
2015/6/9,3m,0.25,1.9005,,
2015/6/9,6m,0.5,1.8609,,
2015/6/9,9m,0.75,1.834,,
2015/6/9,1y,1,1.7786,,
2015/6/9,2y,2,2.3442,,
2015/6/9,3y,3,2.8572,,
2015/6/9,4y,4,3.0853,,
2015/6/9,5y,5,3.2453,,
2015/6/9,6y,6,3.4149,,
2015/6/9,7y,7,3.5014,,
2015/6/9,8y,8,3.5367,,
2015/6/9,9y,9,3.549,,
2015/6/9,10y,10,3.5565,,
2015/6/9,15y,15,3.7253,,
2015/6/9,20y,20,3.9184,,
2015/6/9,30y,30,4.0145,,
2015/6/9,40y,40,4.0701,,
2015/6/9,50y,50,4.0983,,
2015/6/10,0d,0,0.5964,,
2015/6/10,1m,0.08,1.9172,,
2015/6/10,2m,0.17,1.8172,,
2015/6/10,3m,0.25,1.8131,,
2015/6/10,6m,0.5,1.8274,,
2015/6/10,9m,0.75,1.7461,,
2015/6/10,1y,1,1.7097,,
2015/6/10,2y,2,2.325,,
2015/6/10,3y,3,2.88,,
2015/6/10,4y,4,3.1047,,
2015/6/10,5y,5,3.2527,,
2015/6/10,6y,6,3.422,,
2015/6/10,7y,7,3.5181,,
2015/6/10,8y,8,3.5642,,
2015/6/10,9y,9,3.5796,,
2015/6/10,10y,10,3.5912,,
2015/6/10,15y,15,3.7603,,
2015/6/10,20y,20,3.9534,,
2015/6/10,30y,30,4.0495,,
2015/6/10,40y,40,4.1051,,
2015/6/10,50y,50,4.1333,,
2015/6/11,0d,0,0.6033,,
2015/6/11,1m,0.08,1.758,,
2015/6/11,2m,0.17,1.7026,,
2015/6/11,3m,0.25,1.7831,,
2015/6/11,6m,0.5,1.8074,,
2015/6/11,9m,0.75,1.7255,,
2015/6/11,1y,1,1.7103,,
2015/6/11,2y,2,2.3379,,
2015/6/11,3y,3,2.9023,,
2015/6/11,4y,4,3.1265,,
2015/6/11,5y,5,3.2733,,
2015/6/11,6y,6,3.4471,,
2015/6/11,7y,7,3.5462,,
2015/6/11,8y,8,3.5926,,
2015/6/11,9y,9,3.6082,,
2015/6/11,10y,10,3.6197,,
2015/6/11,15y,15,3.7887,,
2015/6/11,20y,20,3.9818,,
2015/6/11,30y,30,4.0779,,
2015/6/11,40y,40,4.1335,,
2015/6/11,50y,50,4.1617,,
2015/6/12,0d,0,0.6173,,
2015/6/12,1m,0.08,1.7611,,
2015/6/12,2m,0.17,1.6841,,
2015/6/12,3m,0.25,1.7431,,
2015/6/12,6m,0.5,1.7963,,
2015/6/12,9m,0.75,1.7562,,
2015/6/12,1y,1,1.687,,
2015/6/12,2y,2,2.3278,,
2015/6/12,3y,3,2.9018,,
2015/6/12,4y,4,3.1159,,
2015/6/12,5y,5,3.2518,,
2015/6/12,6y,6,3.4309,,
2015/6/12,7y,7,3.5404,,
2015/6/12,8y,8,3.5918,,
2015/6/12,9y,9,3.609,,
2015/6/12,10y,10,3.6226,,
2015/6/12,15y,15,3.7901,,
2015/6/12,20y,20,3.9817,,
2015/6/12,30y,30,4.0778,,
2015/6/12,40y,40,4.1334,,
2015/6/12,50y,50,4.1616,,
2015/6/15,0d,0,0.6344,,
2015/6/15,1m,0.08,1.7912,,
2015/6/15,2m,0.17,1.7258,,
2015/6/15,3m,0.25,1.7742,,
2015/6/15,6m,0.5,1.7563,,
2015/6/15,9m,0.75,1.7169,,
2015/6/15,1y,1,1.6482,,
2015/6/15,2y,2,2.3263,,
2015/6/15,3y,3,2.9282,,
2015/6/15,4y,4,3.1459,,
2015/6/15,5y,5,3.2833,,
2015/6/15,6y,6,3.4635,,
2015/6/15,7y,7,3.5769,,
2015/6/15,8y,8,3.6334,,
2015/6/15,9y,9,3.652,,
2015/6/15,10y,10,3.6681,,
2015/6/15,15y,15,3.8357,,
2015/6/15,20y,20,4.0273,,
2015/6/15,30y,30,4.1234,,
2015/6/15,40y,40,4.179,,
2015/6/15,50y,50,4.2072,,
2015/6/16,0d,0,0.6443,,
2015/6/16,1m,0.08,1.6832,,
2015/6/16,2m,0.17,1.7349,,
2015/6/16,3m,0.25,1.7667,,
2015/6/16,6m,0.5,1.7908,,
2015/6/16,9m,0.75,1.7167,,
2015/6/16,1y,1,1.6407,,
2015/6/16,2y,2,2.3326,,
2015/6/16,3y,3,2.9342,,
2015/6/16,4y,4,3.1454,,
2015/6/16,5y,5,3.2756,,
2015/6/16,6y,6,3.4431,,
2015/6/16,7y,7,3.5394,,
2015/6/16,8y,8,3.5836,,
2015/6/16,9y,9,3.5984,,
2015/6/16,10y,10,3.6099,,
2015/6/16,15y,15,3.7775,,
2015/6/16,20y,20,3.9691,,
2015/6/16,30y,30,4.0652,,
2015/6/16,40y,40,4.1208,,
2015/6/16,50y,50,4.149,,
2015/6/17,0d,0,0.6643,,
2015/6/17,1m,0.08,1.6929,,
2015/6/17,2m,0.17,1.7498,,
2015/6/17,3m,0.25,1.7996,,
2015/6/17,6m,0.5,1.8508,,
2015/6/17,9m,0.75,1.7294,,
2015/6/17,1y,1,1.689,,
2015/6/17,2y,2,2.3643,,
2015/6/17,3y,3,2.9468,,
2015/6/17,4y,4,3.1493,,
2015/6/17,5y,5,3.2737,,
2015/6/17,6y,6,3.4334,,
2015/6/17,7y,7,3.5296,,
2015/6/17,8y,8,3.5766,,
2015/6/17,9y,9,3.5922,,
2015/6/17,10y,10,3.6052,,
2015/6/17,15y,15,3.7725,,
2015/6/17,20y,20,3.9561,,
2015/6/17,30y,30,4.0526,,
2015/6/17,40y,40,4.1082,,
2015/6/17,50y,50,4.149,,
2015/6/18,0d,0,0.8454,,
2015/6/18,1m,0.08,1.8224,,
2015/6/18,2m,0.17,1.9257,,
2015/6/18,3m,0.25,1.8022,,
2015/6/18,6m,0.5,1.8611,,
2015/6/18,9m,0.75,1.7306,,
2015/6/18,1y,1,1.7044,,
2015/6/18,2y,2,2.3682,,
2015/6/18,3y,3,2.8998,,
2015/6/18,4y,4,3.1295,,
2015/6/18,5y,5,3.2044,,
2015/6/18,6y,6,3.3594,,
2015/6/18,7y,7,3.4926,,
2015/6/18,8y,8,3.5411,,
2015/6/18,9y,9,3.5584,,
2015/6/18,10y,10,3.573,,
2015/6/18,15y,15,3.74,,
2015/6/18,20y,20,3.9236,,
2015/6/18,30y,30,4.0201,,
2015/6/18,40y,40,4.0757,,
2015/6/18,50y,50,4.1165,,
2015/6/19,0d,0,0.9104,,
2015/6/19,1m,0.08,2.0722,,
2015/6/19,2m,0.17,1.8649,,
2015/6/19,3m,0.25,1.8492,,
2015/6/19,6m,0.5,1.8228,,
2015/6/19,9m,0.75,1.7425,,
2015/6/19,1y,1,1.7494,,
2015/6/19,2y,2,2.3287,,
2015/6/19,3y,3,2.8662,,
2015/6/19,4y,4,3.1033,,
2015/6/19,5y,5,3.1853,,
2015/6/19,6y,6,3.3693,,
2015/6/19,7y,7,3.5115,,
2015/6/19,8y,8,3.5548,,
2015/6/19,9y,9,3.571,,
2015/6/19,10y,10,3.5825,,
2015/6/19,15y,15,3.7495,,
2015/6/19,20y,20,3.9331,,
2015/6/19,30y,30,4.0296,,
2015/6/19,40y,40,4.0852,,
2015/6/19,50y,50,4.126,,
2015/6/23,0d,0,0.9384,,
2015/6/23,1m,0.08,2.0422,,
2015/6/23,2m,0.17,1.7685,,
2015/6/23,3m,0.25,1.8354,,
2015/6/23,6m,0.5,1.8485,,
2015/6/23,9m,0.75,1.7202,,
2015/6/23,1y,1,1.7159,,
2015/6/23,2y,2,2.3244,,
2015/6/23,3y,3,2.857,,
2015/6/23,4y,4,3.1007,,
2015/6/23,5y,5,3.1923,,
2015/6/23,6y,6,3.3845,,
2015/6/23,7y,7,3.528,,
2015/6/23,8y,8,3.5752,,
2015/6/23,9y,9,3.5924,,
2015/6/23,10y,10,3.6054,,
2015/6/23,15y,15,3.7724,,
2015/6/23,20y,20,3.956,,
2015/6/23,30y,30,4.0525,,
2015/6/23,40y,40,4.1081,,
2015/6/23,50y,50,4.1489,,
2015/6/24,0d,0,1.1314,,
2015/6/24,1m,0.08,2.3576,,
2015/6/24,2m,0.17,1.808,,
2015/6/24,3m,0.25,1.8275,,
2015/6/24,6m,0.5,1.8121,,
2015/6/24,9m,0.75,1.7463,,
2015/6/24,1y,1,1.7165,,
2015/6/24,2y,2,2.329,,
2015/6/24,3y,3,2.8687,,
2015/6/24,4y,4,3.1175,,
2015/6/24,5y,5,3.2127,,
2015/6/24,6y,6,3.3982,,
2015/6/24,7y,7,3.5318,,
2015/6/24,8y,8,3.5783,,
2015/6/24,9y,9,3.5951,,
2015/6/24,10y,10,3.6079,,
2015/6/24,15y,15,3.7749,,
2015/6/24,20y,20,3.9585,,
2015/6/24,30y,30,4.055,,
2015/6/24,40y,40,4.1106,,
2015/6/24,50y,50,4.1514,,
2015/6/25,0d,0,1.1503,,
2015/6/25,1m,0.08,2.4715,,
2015/6/25,2m,0.17,1.758,,
2015/6/25,3m,0.25,1.8151,,
2015/6/25,6m,0.5,1.8556,,
2015/6/25,9m,0.75,1.6915,,
2015/6/25,1y,1,1.7128,,
2015/6/25,2y,2,2.3252,,
2015/6/25,3y,3,2.8699,,
2015/6/25,4y,4,3.1184,,
2015/6/25,5y,5,3.2129,,
2015/6/25,6y,6,3.3994,,
2015/6/25,7y,7,3.5317,,
2015/6/25,8y,8,3.5751,,
2015/6/25,9y,9,3.591,,
2015/6/25,10y,10,3.6028,,
2015/6/25,15y,15,3.7687,,
2015/6/25,20y,20,3.9523,,
2015/6/25,30y,30,4.0488,,
2015/6/25,40y,40,4.1044,,
2015/6/25,50y,50,4.1452,,
2015/6/26,0d,0,1.1503,,
2015/6/26,1m,0.08,2.4715,,
2015/6/26,2m,0.17,1.758,,
2015/6/26,3m,0.25,1.8151,,
2015/6/26,6m,0.5,1.8485,,
2015/6/26,9m,0.75,1.7915,,
2015/6/26,1y,1,1.7628,,
2015/6/26,2y,2,2.3226,,
2015/6/26,3y,3,2.8662,,
2015/6/26,4y,4,3.1162,,
2015/6/26,5y,5,3.2134,,
2015/6/26,6y,6,3.3998,,
2015/6/26,7y,7,3.5322,,
2015/6/26,8y,8,3.5785,,
2015/6/26,9y,9,3.5951,,
2015/6/26,10y,10,3.608,,
2015/6/26,15y,15,3.7739,,
2015/6/26,20y,20,3.9575,,
2015/6/26,30y,30,4.054,,
2015/6/26,40y,40,4.1096,,
2015/6/26,50y,50,4.1504,,
2015/6/29,0d,0,1.1334,,
2015/6/29,1m,0.08,2.3215,,
2015/6/29,2m,0.17,1.6871,,
2015/6/29,3m,0.25,1.7912,,
2015/6/29,6m,0.5,1.8657,,
2015/6/29,9m,0.75,1.7577,,
2015/6/29,1y,1,1.7528,,
2015/6/29,2y,2,2.327,,
2015/6/29,3y,3,2.8859,,
2015/6/29,4y,4,3.1119,,
2015/6/29,5y,5,3.2278,,
2015/6/29,6y,6,3.4128,,
2015/6/29,7y,7,3.5307,,
2015/6/29,8y,8,3.5751,,
2015/6/29,9y,9,3.5907,,
2015/6/29,10y,10,3.603,,
2015/6/29,15y,15,3.769,,
2015/6/29,20y,20,3.9526,,
2015/6/29,30y,30,4.0491,,
2015/6/29,40y,40,4.1047,,
2015/6/29,50y,50,4.1455,,
2015/6/30,0d,0,1.0503,,
2015/6/30,1m,0.08,1.9996,,
2015/6/30,2m,0.17,1.6872,,
2015/6/30,3m,0.25,1.9197,,
2015/6/30,6m,0.5,1.8659,,
2015/6/30,9m,0.75,1.7104,,
2015/6/30,1y,1,1.7378,,
2015/6/30,2y,2,2.343,,
2015/6/30,3y,3,2.8973,,
2015/6/30,4y,4,3.1258,,
2015/6/30,5y,5,3.2084,,
2015/6/30,6y,6,3.3959,,
2015/6/30,7y,7,3.5338,,
2015/6/30,8y,8,3.5722,,
2015/6/30,9y,9,3.5871,,
2015/6/30,10y,10,3.5976,,
2015/6/30,15y,15,3.764,,
2015/6/30,20y,20,3.9476,,
2015/6/30,30y,30,4.0477,,
2015/6/30,40y,40,4.1031,,
2015/6/30,50y,50,4.1439,,
2015/7/1,0d,0,0.9564,,
2015/7/1,1m,0.08,1.9996,,
2015/7/1,2m,0.17,1.9029,,
2015/7/1,3m,0.25,1.9684,,
2015/7/1,6m,0.5,1.8573,,
2015/7/1,9m,0.75,1.7329,,
2015/7/1,1y,1,1.7378,,
2015/7/1,2y,2,2.3517,,
2015/7/1,3y,3,2.8917,,
2015/7/1,4y,4,3.0974,,
2015/7/1,5y,5,3.1678,,
2015/7/1,6y,6,3.381,,
2015/7/1,7y,7,3.5464,,
2015/7/1,8y,8,3.5865,,
2015/7/1,9y,9,3.6023,,
2015/7/1,10y,10,3.6127,,
2015/7/1,15y,15,3.779,,
2015/7/1,20y,20,3.9626,,
2015/7/1,30y,30,4.0628,,
2015/7/1,40y,40,4.1181,,
2015/7/1,50y,50,4.1589,,
2015/7/2,0d,0,0.9542,,
2015/7/2,1m,0.08,2.0606,,
2015/7/2,2m,0.17,1.8981,,
2015/7/2,3m,0.25,1.9883,,
2015/7/2,6m,0.5,1.8773,,
2015/7/2,9m,0.75,1.7672,,
2015/7/2,1y,1,1.7745,,
2015/7/2,2y,2,2.3481,,
2015/7/2,3y,3,2.8785,,
2015/7/2,4y,4,3.0993,,
2015/7/2,5y,5,3.1822,,
2015/7/2,6y,6,3.4063,,
2015/7/2,7y,7,3.5639,,
2015/7/2,8y,8,3.5997,,
2015/7/2,9y,9,3.6139,,
2015/7/2,10y,10,3.6223,,
2015/7/2,15y,15,3.789,,
2015/7/2,20y,20,3.9726,,
2015/7/2,30y,30,4.0636,,
2015/7/2,40y,40,4.1188,,
2015/7/2,50y,50,4.1596,,
2015/7/3,0d,0,0.9524,,
2015/7/3,1m,0.08,2.0206,,
2015/7/3,2m,0.17,1.9804,,
2015/7/3,3m,0.25,1.9641,,
2015/7/3,6m,0.5,1.8874,,
2015/7/3,9m,0.75,1.7896,,
2015/7/3,1y,1,1.774,,
2015/7/3,2y,2,2.3613,,
2015/7/3,3y,3,2.8843,,
2015/7/3,4y,4,3.0868,,
2015/7/3,5y,5,3.1587,,
2015/7/3,6y,6,3.3763,,
2015/7/3,7y,7,3.5252,,
2015/7/3,8y,8,3.5541,,
2015/7/3,9y,9,3.5657,,
2015/7/3,10y,10,3.5719,,
2015/7/3,15y,15,3.7386,,
2015/7/3,20y,20,3.9222,,
2015/7/3,30y,30,4.0752,,
2015/7/3,40y,40,4.1188,,
2015/7/3,50y,50,4.1596,,
2015/7/6,0d,0,0.9603,,
2015/7/6,1m,0.08,1.9616,,
2015/7/6,2m,0.17,1.8954,,
2015/7/6,3m,0.25,1.9327,,
2015/7/6,6m,0.5,1.8489,,
2015/7/6,9m,0.75,1.7411,,
2015/7/6,1y,1,1.7455,,
2015/7/6,2y,2,2.3164,,
2015/7/6,3y,3,2.8328,,
2015/7/6,4y,4,3.0367,,
2015/7/6,5y,5,3.1125,,
2015/7/6,6y,6,3.3207,,
2015/7/6,7y,7,3.4527,,
2015/7/6,8y,8,3.4769,,
2015/7/6,9y,9,3.4866,,
2015/7/6,10y,10,3.4917,,
2015/7/6,15y,15,3.6586,,
2015/7/6,20y,20,3.8422,,
2015/7/6,30y,30,3.9952,,
2015/7/6,40y,40,4.0388,,
2015/7/6,50y,50,4.0796,,
2015/7/7,0d,0,0.9693,,
2015/7/7,1m,0.08,1.9276,,
2015/7/7,2m,0.17,1.9229,,
2015/7/7,3m,0.25,1.9161,,
2015/7/7,6m,0.5,1.9283,,
2015/7/7,9m,0.75,1.9144,,
2015/7/7,1y,1,1.9155,,
2015/7/7,2y,2,2.3714,,
2015/7/7,3y,3,2.8252,,
2015/7/7,4y,4,3.0365,,
2015/7/7,5y,5,3.1321,,
2015/7/7,6y,6,3.323,,
2015/7/7,7y,7,3.4151,,
2015/7/7,8y,8,3.4283,,
2015/7/7,9y,9,3.4337,,
2015/7/7,10y,10,3.4361,,
2015/7/7,15y,15,3.603,,
2015/7/7,20y,20,3.7866,,
2015/7/7,30y,30,3.9396,,
2015/7/7,40y,40,3.9832,,
2015/7/7,50y,50,4.024,,
2015/7/8,0d,0,0.9804,,
2015/7/8,1m,0.08,1.8773,,
2015/7/8,2m,0.17,2.0879,,
2015/7/8,3m,0.25,1.9634,,
2015/7/8,6m,0.5,2.0537,,
2015/7/8,9m,0.75,2.0046,,
2015/7/8,1y,1,2.2655,,
2015/7/8,2y,2,2.5534,,
2015/7/8,3y,3,2.8402,,
2015/7/8,4y,4,3.0095,,
2015/7/8,5y,5,3.1249,,
2015/7/8,6y,6,3.352,,
2015/7/8,7y,7,3.4481,,
2015/7/8,8y,8,3.4434,,
2015/7/8,9y,9,3.4355,,
2015/7/8,10y,10,3.4307,,
2015/7/8,15y,15,3.5978,,
2015/7/8,20y,20,3.7814,,
2015/7/8,30y,30,3.9344,,
2015/7/8,40y,40,3.978,,
2015/7/8,50y,50,4.0188,,
2015/7/9,0d,0,0.9914,,
2015/7/9,1m,0.08,1.9456,,
2015/7/9,2m,0.17,2.1869,,
2015/7/9,3m,0.25,2.0827,,
2015/7/9,6m,0.5,2.2014,,
2015/7/9,9m,0.75,2.0895,,
2015/7/9,1y,1,2.2655,,
2015/7/9,2y,2,2.5407,,
2015/7/9,3y,3,2.8148,,
2015/7/9,4y,4,2.9842,,
2015/7/9,5y,5,3.1061,,
2015/7/9,6y,6,3.3404,,
2015/7/9,7y,7,3.4399,,
2015/7/9,8y,8,3.4386,,
2015/7/9,9y,9,3.4365,,
2015/7/9,10y,10,3.4358,,
2015/7/9,15y,15,3.6028,,
2015/7/9,20y,20,3.7864,,
2015/7/9,30y,30,3.9394,,
2015/7/9,40y,40,3.983,,
2015/7/9,50y,50,4.0238,,
2015/7/10,0d,0,1.0034,,
2015/7/10,1m,0.08,2.0556,,
2015/7/10,2m,0.17,2.2869,,
2015/7/10,3m,0.25,2.2668,,
2015/7/10,6m,0.5,2.2867,,
2015/7/10,9m,0.75,2.3365,,
2015/7/10,1y,1,2.3555,,
2015/7/10,2y,2,2.5895,,
2015/7/10,3y,3,2.8226,,
2015/7/10,4y,4,2.9877,,
2015/7/10,5y,5,3.1226,,
2015/7/10,6y,6,3.3523,,
2015/7/10,7y,7,3.4698,,
2015/7/10,8y,8,3.4816,,
2015/7/10,9y,9,3.4865,,
2015/7/10,10y,10,3.4885,,
2015/7/10,15y,15,3.6553,,
2015/7/10,20y,20,3.8389,,
2015/7/10,30y,30,3.9919,,
2015/7/10,40y,40,4.0355,,
2015/7/10,50y,50,4.0763,,
2015/7/13,0d,0,1.0173,,
2015/7/13,1m,0.08,2.061,,
2015/7/13,2m,0.17,2.271,,
2015/7/13,3m,0.25,2.3095,,
2015/7/13,6m,0.5,2.2398,,
2015/7/13,9m,0.75,2.3027,,
2015/7/13,1y,1,2.4455,,
2015/7/13,2y,2,2.6425,,
2015/7/13,3y,3,2.8391,,
2015/7/13,4y,4,2.9994,,
2015/7/13,5y,5,3.1448,,
2015/7/13,6y,6,3.358,,
2015/7/13,7y,7,3.4741,,
2015/7/13,8y,8,3.4911,,
2015/7/13,9y,9,3.4981,,
2015/7/13,10y,10,3.5014,,
2015/7/13,15y,15,3.6682,,
2015/7/13,20y,20,3.8161,,
2015/7/13,30y,30,3.9708,,
2015/7/13,40y,40,4.0144,,
2015/7/13,50y,50,4.0552,,
2015/7/14,0d,0,1.0314,,
2015/7/14,1m,0.08,2.063,,
2015/7/14,2m,0.17,2.3408,,
2015/7/14,3m,0.25,2.3603,,
2015/7/14,6m,0.5,2.384,,
2015/7/14,9m,0.75,2.3428,,
2015/7/14,1y,1,2.4486,,
2015/7/14,2y,2,2.6482,,
2015/7/14,3y,3,2.8475,,
2015/7/14,4y,4,3.0155,,
2015/7/14,5y,5,3.1711,,
2015/7/14,6y,6,3.383,,
2015/7/14,7y,7,3.5016,,
2015/7/14,8y,8,3.5217,,
2015/7/14,9y,9,3.53,,
2015/7/14,10y,10,3.5341,,
2015/7/14,15y,15,3.7007,,
2015/7/14,20y,20,3.8212,,
2015/7/14,30y,30,3.9769,,
2015/7/14,40y,40,4.0205,,
2015/7/14,50y,50,4.0613,,
2015/7/15,0d,0,1.0383,,
2015/7/15,1m,0.08,2.1042,,
2015/7/15,2m,0.17,2.3615,,
2015/7/15,3m,0.25,2.3352,,
2015/7/15,6m,0.5,2.4038,,
2015/7/15,9m,0.75,2.3828,,
2015/7/15,1y,1,2.4368,,
2015/7/15,2y,2,2.6429,,
2015/7/15,3y,3,2.8486,,
2015/7/15,4y,4,3.0174,,
2015/7/15,5y,5,3.1715,,
2015/7/15,6y,6,3.3842,,
2015/7/15,7y,7,3.5098,,
2015/7/15,8y,8,3.5342,,
2015/7/15,9y,9,3.544,,
2015/7/15,10y,10,3.5495,,
2015/7/15,15y,15,3.7157,,
2015/7/15,20y,20,3.8132,,
2015/7/15,30y,30,3.9769,,
2015/7/15,40y,40,4.0205,,
2015/7/15,50y,50,4.0613,,
2015/7/16,0d,0,1.0563,,
2015/7/16,1m,0.08,2.1483,,
2015/7/16,2m,0.17,2.3371,,
2015/7/16,3m,0.25,2.3767,,
2015/7/16,6m,0.5,2.4039,,
2015/7/16,9m,0.75,2.4282,,
2015/7/16,1y,1,2.4471,,
2015/7/16,2y,2,2.6483,,
2015/7/16,3y,3,2.8485,,
2015/7/16,4y,4,3.0045,,
2015/7/16,5y,5,3.1569,,
2015/7/16,6y,6,3.372,,
2015/7/16,7y,7,3.4962,,
2015/7/16,8y,8,3.5218,,
2015/7/16,9y,9,3.5301,,
2015/7/16,10y,10,3.5208,,
2015/7/16,15y,15,3.6954,,
2015/7/16,20y,20,3.7929,,
2015/7/16,30y,30,3.9566,,
2015/7/16,40y,40,4.0002,,
2015/7/16,50y,50,4.041,,
2015/7/17,0d,0,1.0754,,
2015/7/17,1m,0.08,2.1016,,
2015/7/17,2m,0.17,2.2879,,
2015/7/17,3m,0.25,2.3894,,
2015/7/17,6m,0.5,2.4315,,
2015/7/17,9m,0.75,2.448,,
2015/7/17,1y,1,2.4501,,
2015/7/17,2y,2,2.6507,,
2015/7/17,3y,3,2.8487,,
2015/7/17,4y,4,3.0098,,
2015/7/17,5y,5,3.1563,,
2015/7/17,6y,6,3.352,,
2015/7/17,7y,7,3.4706,,
2015/7/17,8y,8,3.4959,,
2015/7/17,9y,9,3.5061,,
2015/7/17,10y,10,3.5123,,
2015/7/17,15y,15,3.7033,,
2015/7/17,20y,20,3.7727,,
2015/7/17,30y,30,3.9364,,
2015/7/17,40y,40,3.9918,,
2015/7/17,50y,50,4.0326,,
2015/7/20,0d,0,0.9834,,
2015/7/20,1m,0.08,2.0548,,
2015/7/20,2m,0.17,2.1957,,
2015/7/20,3m,0.25,2.3387,,
2015/7/20,6m,0.5,2.4238,,
2015/7/20,9m,0.75,2.4131,,
2015/7/20,1y,1,2.4583,,
2015/7/20,2y,2,2.6548,,
2015/7/20,3y,3,2.8503,,
2015/7/20,4y,4,3.0106,,
2015/7/20,5y,5,3.1573,,
2015/7/20,6y,6,3.3429,,
2015/7/20,7y,7,3.4623,,
2015/7/20,8y,8,3.4884,,
2015/7/20,9y,9,3.4967,,
2015/7/20,10y,10,3.5009,,
2015/7/20,15y,15,3.6923,,
2015/7/20,20y,20,3.7842,,
2015/7/20,30y,30,3.9479,,
2015/7/20,40y,40,4.0033,,
2015/7/20,50y,50,4.0441,,
2015/7/21,0d,0,0.9974,,
2015/7/21,1m,0.08,2.1556,,
2015/7/21,2m,0.17,2.2104,,
2015/7/21,3m,0.25,2.3273,,
2015/7/21,6m,0.5,2.4064,,
2015/7/21,9m,0.75,2.4243,,
2015/7/21,1y,1,2.4417,,
2015/7/21,2y,2,2.6323,,
2015/7/21,3y,3,2.8201,,
2015/7/21,4y,4,2.9998,,
2015/7/21,5y,5,3.1765,,
2015/7/21,6y,6,3.3654,,
2015/7/21,7y,7,3.4773,,
2015/7/21,8y,8,3.5037,,
2015/7/21,9y,9,3.5143,,
2015/7/21,10y,10,3.5214,,
2015/7/21,15y,15,3.7128,,
2015/7/21,20y,20,3.8047,,
2015/7/21,30y,30,3.9684,,
2015/7/21,40y,40,4.0238,,
2015/7/21,50y,50,4.0646,,
2015/7/22,0d,0,1.0164,,
2015/7/22,1m,0.08,2.0246,,
2015/7/22,2m,0.17,2.1336,,
2015/7/22,3m,0.25,2.2183,,
2015/7/22,6m,0.5,2.394,,
2015/7/22,9m,0.75,2.3881,,
2015/7/22,1y,1,2.4071,,
2015/7/22,2y,2,2.63,,
2015/7/22,3y,3,2.8485,,
